population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
,,,,,,,,,,,,,,,,,,,,,,0.267,9.363085735,,24.58,308,0.509,0.221,0.222,0.181094527,0.348258706,0.301492537,0.169154229,9.988496395,14.81439915,629
,,,,,,,,,,,,,,,,,,,,,0.193,0.267,10.64847393,4.83,6.76,232,0.515,0.232,0.147,0.151394422,0.307768924,0.283864542,0.256972112,11.38384536,9.311724891,822
,,,,,,,,,,,,,,,,,,,,,0.156,0.244,11.36119901,,25.86,254,0.499,0.215,0.223,0.086432161,0.332663317,0.374874372,0.206030151,9.354901579,10.03702982,644
,,,,,,,,,,,,,,,,,,,,,0.234,0.265,10.8363903,,22.49,248,0.496,0.204,0.21,0.109218437,0.422845691,0.318637275,0.149298597,10.32834901,12.17820256,597
,,,,,,,,,,,,,,,,,,,,,0.211,0.303,11.73449349,,18.43,299,0.51,0.22,0.165,0.092092092,0.376376376,0.358358358,0.173173173,8.949338768,10.01262654,675
,,,,,,,,,,,,,,,,,,,,,,0.342,13.22451315,,22.97,324,0.503,0.205,0.192,0.290836653,0.430278884,0.18625498,0.092629482,11.19023398,12.99875664,489
,,,,,,,,,,,,,,,,,,,,,,0.32,9.418644198,,17.3,327,0.55,0.215,0.188,0.138693467,0.424120603,0.236180905,0.201005025,10.20442192,12.87224464,598
,,,,,,,,,,,,,,,,,,,,,,0.318,10.3734258,,35.79,306,0.493,0.233,0.188,0.129129129,0.434434434,0.309309309,0.127127127,10.73241479,12.18274112,497
,,,,,,,,,,,,,,,,,,,,,0.176,0.263,12.3407975,4.5,22.5,224,0.511,0.225,0.189,0.122244489,0.344689379,0.28256513,0.250501002,10.51555005,10.51555005,879
,,,,,,,,,,,,,,,,,,,,,0.22,0.267,12.57771061,,14.16,222,0.464,0.213,0.142,0.108,0.287,0.329,0.276,8.208994662,7.15204256,970
,,,,,,,,,,,,,,,,,,,,,0.128,0.3,12.59092348,,31.99,290,0.502,0.235,0.205,0.077309237,0.351405622,0.353413655,0.217871486,12.49321021,14.84700344,510
,,,,,,,,,,,,,,,,,,,,,,0.32,13.3743231,,20.46,318,0.465,0.198,0.174,0.116232465,0.502004008,0.25250501,0.129258517,9.301106963,9.432108469,629
,,,,,,,,,,,,,,,,,,,,,,0.241,11.72012433,,35.03,292,0.485,0.324,0.128,0.078685259,0.37250996,0.347609562,0.201195219,15.05509856,10.86450411,626
,,,,,,,,,,,,,,,,,,,,,0.18,0.198,11.31727766,2.59,17.43,210,0.505,0.22,0.149,0.054325956,0.236418511,0.326961771,0.382293763,11.74177238,8.756834138,783
,,,,,,,,,,,,,,,,,,,,,,0.263,9.917587974,,,277,0.497,0.298,0.125,0.177177177,0.256256256,0.322322322,0.244244244,14.72363022,8.447984552,713
,,,,,,,,,,,,,,,,,,,,,0.167,0.339,13.49938114,2.92,13.92,278,0.499,0.225,0.162,0.126746507,0.390219561,0.30738523,0.175648703,11.06526199,11.19589356,702
,,,,,,,,,,,,,,,,,,,,,0.24,0.273,12.59306897,0.26,17.26,302,0.496,0.225,0.168,0.118762475,0.376247505,0.342315369,0.162674651,10.92511798,11.45935358,700
,,,,,,,,,,,,,,,,,,,,,0.248,0.27,9.964133295,,23.72,204,0.489,0.251,0.164,0.065065065,0.331331331,0.357357357,0.246246246,10.46795086,10.27675541,729
,,,,,,,,,,,,,,,,,,,,,0.16,0.19,9.626376808,2.74,8.17,215,0.508,0.256,0.127,0.085170341,0.256513026,0.386773547,0.271543086,11.97741734,7.044748277,990
,,,,,,,,,,,,,,,,,,,,,0.191,0.194,13.67388086,1.08,6.01,201,0.509,0.291,0.095,0.03888335,0.159521436,0.243270189,0.558325025,13.38371254,4.936806543,1016
,,,,,,,,,,,,,,,,,,,,,0.246,0.29,10.06798925,,21.85,234,0.51,0.229,0.219,0.083083083,0.367367367,0.337337337,0.212212212,9.696564407,12.95661623,600
,,,,,,,,,,,,,,,,,,,,,,0.271,9.979569154,,,232,0.504,0.289,0.143,0.240480962,0.236472946,0.329659319,0.193386774,14.49047094,10.08032761,503
,,,,,,,,,,,,,,,,,,,,,,0.266,13.7305057,,12.88,360,0.519,0.215,0.195,0.125628141,0.392964824,0.301507538,0.179899497,10.06852189,13.70437701,604
,,,,,,,,,,,,,,,,,,,,,,0.292,10.49803631,,23.82,258,0.349,0.164,0.115,0.214070352,0.335678392,0.234170854,0.216080402,8.970358814,8.515340614,822
,,,,,,,,,,,,,,,,,,,,,0.085,0.328,10.83356779,4.6,15.28,292,0.507,0.258,0.139,0.103792415,0.355289421,0.324351297,0.216566866,11.4079737,8.740831699,784
,,,,,,,,,,,,,,,,,,,,,0.205,0.297,13.2971707,2.32,15.11,254,0.511,0.237,0.161,0.102487562,0.429850746,0.324378109,0.143283582,10.39904675,10.58236328,634
,,,,,,,,,,,,,,,,,,,,,0.138,0.351,10.12015376,4.79,28.73,383,0.494,0.241,0.152,0.276,0.414,0.215,0.095,13.63167789,12.97677521,612
,,,,,,,,,,,,,,,,,,,,,0.136,0.326,12.55656011,5.25,14.37,285,0.524,0.247,0.137,0.169338677,0.288577154,0.323647295,0.218436874,13.41139969,9.841698777,722
,,,,,,,,,,,,,,,,,,,,,0.12,0.34,11.91348708,7.22,27,272,0.508,0.256,0.148,0.281563126,0.300601202,0.310621242,0.107214429,12.74272357,8.894589828,622
,,,,,,,,,,,,,,,,,,,,,0.209,0.296,11.70349742,,52.48,205,0.517,0.247,0.193,0.106425703,0.328313253,0.342369478,0.222891566,10.9518441,12.40135288,545
,,,,,,,,,,,,,,,,,,,,,0.146,0.147,11.09586508,7.51,31.69,155,0.507,0.198,0.196,0.126126126,0.252252252,0.332332332,0.289289289,9.479534201,8.025803716,732
,,,,,,,,,,,,,,,,,,,,,0.185,0.245,12.58503097,,19.03,221,0.501,0.317,0.09,0.279279279,0.232232232,0.302302302,0.186186186,18.52076837,5.642624766,689
,,,,,,,,,,,,,,,,,,,,,0.192,0.257,12.74727177,15.5,43.01,282,0.484,0.242,0.132,0.212151394,0.369521912,0.269920319,0.148406375,12.45757338,8.019096639,784
,,,,,,,,,,,,,,,,,,,,,0.081,0.318,12.08557475,,20.16,299,0.451,0.211,0.165,0.249003984,0.375498008,0.271912351,0.103585657,10.36233873,10.70546253,659
,,,,,,,,,,,,,,,,,,,,,0.167,0.28,9.653383461,,,230,0.519,0.184,0.243,0.040714995,0.350546177,0.361469712,0.247269116,9.278785323,13.07465205,481
,,,,,,,,,,,,,,,,,,,,,0.141,0.237,12.80563834,5.23,13.22,242,0.516,0.271,0.118,0.116766467,0.280439122,0.331337325,0.271457086,12.61441874,7.46524572,823
,,,,,,,,,,,,,,,,,,,,,0.082,0.362,12.41896134,9.55,20.59,420,0.452,0.235,0.13,0.214925373,0.399004975,0.272636816,0.113432836,13.04331851,10.21420436,576
,,,,,,,,,,,,,,,,,,,,,0.076,0.308,10.34720853,,13.41,261,0.495,0.24,0.165,0.085,0.374,0.313,0.228,11.98327707,9.837018489,593
,,,,,,,,,,,,,,,,,,,,,0.187,0.186,13.0984713,,,207,0.473,0.171,0.117,0.042,0.246,0.393,0.319,6.878306878,5.291005291,1029
,,,,,,,,,,,,,,,,,,,,,0.207,0.243,11.61439774,8.06,10.46,262,0.511,0.238,0.145,0.099198397,0.285571142,0.324649299,0.290581162,14.66794801,9.386421899,713
,,,,,,,,,,,,,,,,,,,,,0.147,0.197,9.944508689,10.18,31.1,234,0.502,0.21,0.167,0.183550652,0.283851555,0.32998997,0.202607823,10.66404743,9.436278809,625
,,,,,,,,,,,,,,,,,,,,,0.105,0.31,12.54167137,6.68,30.67,304,0.526,0.214,0.208,0.200803213,0.364457831,0.280120482,0.154618474,10.53645273,13.93530845,549
,,,,,,,,,,,,,,,,,,,,,0.189,0.248,12.80187705,6.58,6.69,270,0.517,0.21,0.162,0.095712861,0.28115653,0.305084746,0.318045862,10.85785859,10.49271556,739
,,,,,,,,,,,,,,,,,,,,,,0.284,9.025634499,,,314,0.506,0.182,0.276,0.187872763,0.287276342,0.306163022,0.218687873,8.683934721,15.27174727,761
,,,,,,,,,,,,,,,,,,,,,0.142,0.24,12.56946883,4.73,16.02,256,0.515,0.253,0.103,0.075924076,0.322677323,0.325674326,0.275724276,11.76363423,6.090023033,1487
,,,,,,,,,,,,,,,,,,,,,0.253,0.292,11.54921984,,24.75,231,0.496,0.232,0.219,0.112,0.382,0.354,0.152,12.63537906,13.98916968,527
,,,,,,,,,,,,,,,,,,,,,0.132,0.218,13.13281256,3.16,8.76,201,0.513,0.244,0.146,0.061,0.216,0.283,0.44,7.592833173,7.299035517,1096
,,,,,,,,,,,,,,,,,,,,,0.112,0.278,13.07863272,1.89,16.27,224,0.507,0.236,0.175,0.140421264,0.436308927,0.233701103,0.189568706,11.77111288,9.218736672,809
,,,,,,,,,,,,,,,,,,,,,0.145,0.354,14.02516443,,10.14,292,0.518,0.186,0.198,0.092721834,0.434695912,0.287138584,0.185443669,7.621305784,12.78685748,573
,,,,,,,,,,,,,,,,,,,,,0.138,0.21,12.77189908,2.3,11.47,230,0.506,0.264,0.111,0.104208417,0.316633267,0.28757515,0.291583166,12.30663913,6.19221539,1346
,,,,,,,,,,,,,,,,,,,,,0.155,0.25,13.17667897,,14.23,226,0.501,0.176,0.167,0.119238477,0.273547094,0.310621242,0.296593186,8.975062496,7.999512225,628
,,,,,,,,,,,,,,,,,,,,,,0.357,13.38838863,13.4,28.38,343,0.451,0.202,0.153,0.2333001,0.444666002,0.222333001,0.099700897,10.15753766,11.65242056,616
,,,,,,,,,,,,,,,,,,,,,0.198,0.316,10.11911786,,30.15,258,0.502,0.231,0.184,0.092184369,0.383767535,0.351703407,0.172344689,12.58823939,11.12772542,639
,,,,,,,,,,,,,,,,,,,,,0.214,0.209,10.75331333,1.62,9.61,220,0.516,0.188,0.198,0.093718843,0.317048853,0.274177468,0.315054835,8.525743871,11.30048597,754
,,,,,,,,,,,,,,,,,,,,,0.068,0.308,13.22584712,3.49,17.33,311,0.51,0.198,0.16,0.119,0.305,0.267,0.309,10.44072918,10.36121106,692
,,,,,,,,,,,,,,,,,,,,,0.111,0.359,11.23929019,5.32,26.17,361,0.505,0.237,0.186,0.177532598,0.434302909,0.260782347,0.127382146,10.25641026,13.38779215,549
,,,,,,,,,,,,,,,,,,,,,0.261,0.293,9.183733687,6.7,28.27,337,0.388,0.192,0.13,0.201,0.371,0.316,0.112,10.17133862,12.14333284,721
,,,,,,,,,,,,,,,,,,,,,0.129,0.288,11.98390583,6.26,23.21,281,0.514,0.275,0.106,0.144710579,0.309381238,0.349301397,0.196606786,15.65856079,7.543424318,781
,,,,,,,,,,,,,,,,,,,,,,0.376,13.58844862,,20.87,407,0.36,0.168,0.141,0.284,0.443,0.183,0.09,8.45638457,13.53021531,478
,,,,,,,,,,,,,,,,,,,,,0.15,0.228,11.11974164,,15.19,235,0.506,0.233,0.188,0.089267803,0.330992979,0.380140421,0.199598796,13.8929847,11.73039746,638
,,,,,,,,,,,,,,,,,,,,,,0.314,9.313926996,,20,260,0.463,0.256,0.17,0.217,0.352,0.272,0.159,13.95409494,9.780907668,608
,,,,,,,,,,,,,,,,,,,,,0.154,0.244,10.75098929,2.2,6.69,266,0.519,0.226,0.157,0.09164149,0.241691843,0.237663646,0.429003021,10.49461719,7.804408241,1578
,,,,,,,,,,,,,,,,,,,,,0.147,0.285,11.14673505,,37.82,233,0.486,0.172,0.252,0.106106106,0.419419419,0.344344344,0.13013013,9.396288466,13.62461828,535
,,,,,,,,,,,,,,,,,,,,,0.268,0.198,,,,197,0.47,0.27,0.073,0.095427435,0.271371769,0.385685885,0.247514911,17.05985224,4.354188229,981
,,,,,,,,,,,,,,,,,,,,,0.118,0.262,13.27854559,,15.29,253,0.5,0.252,0.143,0.147294589,0.374749499,0.269539078,0.208416834,13.53171336,8.859442519,714
,,,,,,,,,,,,,,,,,,,,,0.19,0.276,13.58760759,,33.11,214,0.507,0.24,0.163,0.06,0.27,0.437,0.233,13.37825785,10.60350808,600
,,,,,,,,,,,,,,,,,,,,,0.118,0.28,13.56003532,,24.21,281,0.501,0.248,0.15,0.114343029,0.451354062,0.272818455,0.161484453,13.02696544,9.836688188,739
,,,,,,,,,,,,,,,,,,,,,0.169,0.262,9.326917919,,22.61,322,0.506,0.239,0.172,0.108891109,0.423576424,0.285714286,0.181818182,11.71839238,11.16909274,634
,,,,,,,,,,,,,,,,,,,,,,0.29,13.66576098,,16.79,304,0.506,0.225,0.195,0.134673367,0.342713568,0.382914573,0.139698492,13.03560652,14.72540736,552
,,,,,,,,,,,,,,,,,,,,,,0.291,12.72896003,5.44,20.12,344,0.51,0.224,0.121,0.148445336,0.29889669,0.343029087,0.209628887,11.13407436,8.452959467,687
,,,,,,,,,,,,,,,,,,,,,0.197,0.292,11.19052231,4.93,19.77,266,0.517,0.205,0.216,0.118644068,0.338983051,0.328015952,0.214356929,10.05487314,11.588491,930
,,,,,,,,,,,,,,,,,,,,,0.267,0.235,,,,150,0.328,0.136,0.045,0.161,0.368,0.323,0.148,6.611570248,2.609830361,1270
,,,,,,,,,,,,,,,,,,,,,0.147,0.308,10.14378942,2.63,15.81,284,0.503,0.263,0.116,0.082917083,0.292707293,0.368631369,0.255744256,13.20558282,6.927647183,886
,,,,,,,,,,,,,,,,,,,,,0.182,0.219,13.36758894,2.78,8.11,215,0.505,0.192,0.106,0.057286432,0.228140704,0.281407035,0.433165829,11.8734694,5.985277092,814
,,,,,,,,,,,,,,,,,,,,,,0.284,9.04354584,7.65,34.04,379,0.511,0.253,0.12,0.23976024,0.376623377,0.286713287,0.096903097,14.21712371,9.847581607,762
,,,,,,,,,,,,,,,,,,,,,,0.24,12.13308599,,,184,0.53,0.118,0.149,0.082669323,0.15438247,0.238047809,0.524900398,7.979615101,8.247837457,1093
,,,,,,,,,,,,,,,,,,,,,,0.278,9.258221367,6.87,24.87,316,0.526,0.236,0.123,0.180458624,0.28115653,0.289132602,0.249252243,13.50429578,8.813813929,730
,,,,,,,,,,,,,,,,,,,,,0.158,0.292,9.518963461,4.45,15.37,324,0.489,0.228,0.134,0.139979859,0.32326284,0.320241692,0.216515609,13.57813641,10.01604073,738
,,,,,,,,,,,,,,,,,,,,,0.175,0.162,11.74169507,2.23,8.99,209,0.507,0.203,0.143,0.087,0.231,0.359,0.323,10.71205504,7.422716213,925
,,,,,,,,,,,,,,,,,,,,,,0.382,12.73751781,7.86,35.35,458,0.513,0.251,0.153,0.24774323,0.318956871,0.302908726,0.130391174,12.61400245,12.16026136,552
,,,,,,,,,,,,,,,,,,,,,0.148,0.29,12.15733996,4.24,25.24,313,0.51,0.271,0.118,0.12662014,0.340977069,0.342971087,0.189431705,13.51408302,8.119688136,714
,,,,,,,,,,,,,,,,,,,,,0.251,0.277,11.32610956,,,252,0.506,0.213,0.225,0.073440644,0.38832998,0.362173038,0.176056338,11.07373143,12.05494814,532
,,,,,,,,,,,,,,,,,,,,,,0.301,13.83397721,,35.87,300,0.499,0.251,0.15,0.11665005,0.467597208,0.303090728,0.112662014,11.95814649,9.428538577,539
,,,,,,,,,,,,,,,,,,,,,0.13,0.228,10.58679583,2.15,15.49,191,0.513,0.134,0.359,0.107107107,0.347347347,0.337337337,0.208208208,6.222779088,14.56178266,886
,,,,,,,,,,,,,,,,,,,,,0.177,0.203,12.45589452,2.85,6.99,267,0.511,0.226,0.142,0.066866267,0.20259481,0.289421158,0.441117764,10.92661288,8.086082087,942
,,,,,,,,,,,,,,,,,,,,,0.202,0.34,11.55797011,,,283,0.492,0.25,0.178,0.060939061,0.358641359,0.374625375,0.205794206,11.14671869,9.614044866,574
,,,,,,,,,,,,,,,,,,,,,0.168,0.285,12.57608891,1.08,14.54,252,0.51,0.204,0.17,0.119238477,0.410821643,0.264529058,0.205410822,10.91907192,10.79898786,723
,,,,,,,,,,,,,,,,,,,,,,0.288,11.97898306,,20.29,249,0.512,0.23,0.166,0.076540755,0.370775348,0.321073559,0.231610338,10.48326252,10.80093714,647
,,,,,,,,,,,,,,,,,,,,,0.067,0.308,10.04864707,,20.54,231,0.492,0.282,0.15,0.25224327,0.369890329,0.290129611,0.08773679,11.5474459,7.051875358,557
,,,,,,,,,,,,,,,,,,,,,0.132,0.217,13.27821653,2.46,20.89,262,0.517,0.187,0.225,0.131868132,0.283716284,0.345654346,0.238761239,9.096509067,12.0499211,710
,,,,,,,,,,,,,,,,,,,,,0.17,0.278,13.4084205,,21.51,275,0.503,0.242,0.155,0.122144985,0.45183714,0.273088381,0.152929494,9.750881525,9.445370877,700
,,,,,,,,,,,,,,,,,,,,,,0.252,9.910704392,5.61,23.92,311,0.511,0.251,0.169,0.129518072,0.319277108,0.33935743,0.21184739,13.67149571,10.74558848,707
,,,,,,,,,,,,,,,,,,,,,0.209,0.202,7.209413077,4.79,26.3,306,0.496,0.208,0.192,0.156626506,0.282128514,0.40060241,0.16064257,11.99608993,12.9657869,891
,,,,,,,,,,,,,,,,,,,,,,0.26,10.18961813,5.57,24.4,293,0.506,0.303,0.121,0.270729271,0.292707293,0.285714286,0.150849151,15.47144856,8.027928579,638
,,,,,,,,,,,,,,,,,,,,,0.15,0.244,11.39559234,6.09,23.29,228,0.497,0.234,0.186,0.17,0.299,0.347,0.184,12.67882733,10.29851109,621
,,,,,,,,,,,,,,,,,,,,,,0.372,12.21567232,,37.32,296,0.515,0.238,0.187,0.205231388,0.402414487,0.264587525,0.1277666,11.51566469,10.66892464,595
,,,,,,,,,,,,,,,,,,,,,0.183,0.19,10.69092217,,21.24,199,0.5,0.206,0.209,0.081081081,0.341341341,0.335335335,0.242242242,9.406462044,10.97420572,702
,,,,,,,,,,,,,,,,,,,,,,0.303,12.24462974,,19.1,309,0.398,0.196,0.125,0.25249501,0.419161677,0.228542914,0.099800399,8.229503153,8.767881864,687
,,,,,,,,,,,,,,,,,,,,,0.146,0.263,12.46744798,3.63,20.43,251,0.513,0.238,0.132,0.112887113,0.278721279,0.314685315,0.293706294,11.51027937,8.020885529,837
,,,,,,,,,,,,,,,,,,,,,0.155,0.272,11.30790825,,26.79,297,0.505,0.238,0.202,0.078685259,0.410358566,0.360557769,0.150398406,10.73727033,12.27116609,566
,,,,,,,,,,,,,,,,,,,,,0.188,0.241,10.07740712,2.15,12.17,248,0.505,0.234,0.169,0.122122122,0.311311311,0.406406406,0.16016016,11.16288195,11.01574378,765
,,,,,,,,,,,,,,,,,,,,,0.166,0.277,11.03198818,,,190,0.477,0.211,0.238,0.070858283,0.428143713,0.298403194,0.20259481,7.009345794,9.345794393,750
,,,,,,,,,,,,,,,,,,,,,0.091,0.314,10.33517549,,20.55,278,0.499,0.244,0.171,0.116232465,0.353707415,0.353707415,0.176352705,13.6707388,9.307737056,617
,,,,,,,,,,,,,,,,,,,,,,0.309,12.66089058,,30.02,404,0.507,0.279,0.135,0.213572854,0.403193613,0.285429142,0.097804391,14.61517833,11.79941003,486
,,,,,,,,,,,,,,,,,,,,,0.107,0.357,13.05669194,,26.58,251,0.501,0.2,0.195,0.166666667,0.414171657,0.233532934,0.185628743,9.266939336,12.06990247,710
,,,,,,,,,,,,,,,,,,,,,0.177,0.297,8.309207018,,16.91,265,0.517,0.237,0.158,0.072361809,0.409045226,0.31959799,0.198994975,13.25101641,9.998494203,586
,,,,,,,,,,,,,,,,,,,,,0.219,0.243,12.01244242,2.89,11.3,269,0.502,0.245,0.145,0.111888112,0.348651349,0.357642358,0.181818182,11.99381152,9.462687694,673
,,,,,,,,,,,,,,,,,,,,,0.168,0.227,11.97042868,,12.61,314,0.503,0.202,0.225,0.121,0.445,0.292,0.142,8.923435678,13.68052857,606
,,,,,,,,,,,,,,,,,,,,,,0.313,12.51670229,,,356,0.541,0.229,0.215,0.201201201,0.446446446,0.274274274,0.078078078,9.450871761,12.70979306,375
,,,,,,,,,,,,,,,,,,,,,0.11,0.301,12.43765869,14.85,40.3,306,0.526,0.228,0.16,0.178,0.347,0.282,0.193,11.74619357,11.48024202,661
,,,,,,,,,,,,,,,,,,,,,0.156,0.213,11.64281457,5.5,8.21,253,0.516,0.248,0.111,0.088645418,0.265936255,0.349601594,0.295816733,12.4108014,6.987268267,1176
,,,,,,,,,,,,,,,,,,,,,,0.351,12.62899769,15.91,37.65,351,0.517,0.264,0.143,0.348697395,0.303607214,0.22745491,0.120240481,14.85683414,9.994597515,534
,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,0.094188377,0.409819639,0.339679359,0.156312625,10.94861969,8.446078048,811
,,,,,,,,,,,,,,,,,,,,,0.163,0.176,12.17909482,2.84,5.6,190,0.516,0.232,0.123,0.099198397,0.218436874,0.276553106,0.405811623,15.12578082,7.478910717,865
,,,,,,,,,,,,,,,,,,,,,0.146,0.296,9.638773583,,36.85,242,0.501,0.218,0.219,0.111442786,0.365174129,0.297512438,0.225870647,9.813943979,13.82130444,561
,,,,,,,,,,,,,,,,,,,,,0.195,0.228,11.78698604,,,250,0.496,0.226,0.195,0.090818363,0.431137725,0.305389222,0.172654691,10.17915309,11.40065147,567
,,,,,,,,,,,,,,,,,,,,,0.265,0.193,10.10738813,,19.82,241,0.469,0.17,0.22,0.097097097,0.295295295,0.401401401,0.206206206,8.518377611,13.08378261,917
,,,,,,,,,,,,,,,,,,,,,0.192,0.315,12.08052531,,25.12,322,0.497,0.238,0.152,0.112562814,0.429145729,0.287437186,0.170854271,9.198204688,9.530669917,695
,,,,,,,,,,,,,,,,,,,,,0.221,0.271,13.35702454,,21.23,232,0.494,0.252,0.148,0.131868132,0.424575425,0.251748252,0.191808192,10.55915527,9.206536204,649
,,,,,,,,,,,,,,,,,,,,,,0.344,9.585155235,4.51,30.85,362,0.501,0.245,0.145,0.111442786,0.4,0.342288557,0.146268657,13.53550518,11.4937697,748
,,,,,,,,,,,,,,,,,,,,,,0.267,12.52880201,9.92,33.89,319,0.507,0.256,0.136,0.208416834,0.456913828,0.251503006,0.083166333,10.85355877,9.380965367,530
,,,,,,,,,,,,,,,,,,,,,,0.383,13.15802408,13.25,32.6,464,0.463,0.223,0.157,0.269461078,0.408183633,0.213572854,0.108782435,10.54926507,10.8305788,595
,,,,,,,,,,,,,,,,,,,,,,0.321,9.429683683,,23.34,270,0.504,0.283,0.177,0.261216351,0.29112662,0.283150548,0.164506481,10.77375122,12.07966046,642
,,,,,,,,,,,,,,,,,,,,,0.129,0.249,11.37127122,2.48,21.65,193,0.518,0.188,0.264,0.090727817,0.347956132,0.33000997,0.231306082,7.92161356,11.71450584,1053
,,,,,,,,,,,,,,,,,,,,,0.29,0.229,,,,216,0.459,0.23,0.094,0.080321285,0.309236948,0.41064257,0.199799197,5.274261603,8.438818565,1063
,,,,,,,,,,,,,,,,,,,,,0.126,0.286,13.54869462,3.16,9.71,280,0.498,0.219,0.174,0.132867133,0.408591409,0.300699301,0.157842158,11.62343035,10.75515437,624
,,,,,,,,,,,,,,,,,,,,,0.225,0.271,12.17286504,4.76,13.43,298,0.512,0.225,0.149,0.080482897,0.322937626,0.344064386,0.252515091,11.63550815,10.39178996,778
,,,,,,,,,,,,,,,,,,,,,0.094,0.304,13.02912805,7.97,22.25,259,0.518,0.235,0.16,0.172,0.314,0.318,0.196,11.58920951,10.55557731,675
,,,,,,,,,,,,,,,,,,,,,0.226,0.207,11.62890271,,12.04,215,0.509,0.22,0.178,0.08,0.393,0.332,0.195,10.40663202,9.294058587,617
,,,,,,,,,,,,,,,,,,,,,0.086,0.287,12.06209194,18.07,24.36,327,0.514,0.242,0.147,0.211,0.339,0.291,0.159,12.68557887,10.17634349,623
,,,,,,,,,,,,,,,,,,,,,,0.283,11.15945097,,36.28,321,0.5,0.2,0.237,0.19798995,0.375879397,0.303517588,0.122613065,9.820503028,12.87577064,538
,,,,,,,,,,,,,,,,,,,,,0.088,0.34,12.67903958,11.34,39.68,324,0.522,0.21,0.171,0.235528942,0.253493014,0.328343313,0.182634731,9.832197168,10.09438909,607
,,,,,,,,,,,,,,,,,,,,,,0.305,13.52153705,,,228,0.524,0.233,0.207,0.119760479,0.30239521,0.324351297,0.253493014,19.27525058,14.64919044,810
,,,,,,,,,,,,,,,,,,,,,,0.307,9.121965765,,,278,0.483,0.209,0.246,0.138554217,0.360441767,0.325301205,0.175702811,10.25787149,17.09645249,608
,,,,,,,,,,,,,,,,,,,,,0.221,0.319,10.99868815,,,275,0.497,0.239,0.198,0.064,0.323,0.416,0.197,11.77587844,12.72554606,592
,,,,,,,,,,,,,,,,,,,,,0.145,0.221,10.75736888,3.21,9.52,221,0.476,0.343,0.074,0.261477046,0.274451098,0.306387226,0.157684631,18.14186456,4.050650342,807
,,,,,,,,,,,,,,,,,,,,,0.139,0.345,13.65549489,8.27,25.84,399,0.478,0.237,0.13,0.24774323,0.444332999,0.217652959,0.090270812,10.41913332,10.27341117,608
,,,,,,,,,,,,,,,,,,,,,0.142,0.233,12.78646124,,22.78,298,0.51,0.287,0.094,0.104,0.277,0.31,0.309,14.81326624,7.167709469,1071
,,,,,,,,,,,,,,,,,,,,,0.135,0.298,12.25636432,5.22,20.21,286,0.507,0.234,0.164,0.1555334,0.292123629,0.340977069,0.211365902,11.32532487,10.56157464,758
,,,,,,,,,,,,,,,,,,,,,,0.308,9.393917631,,26.16,310,0.515,0.28,0.175,0.301698302,0.305694306,0.274725275,0.117882118,12.3092488,10.28581064,581
,,,,,,,,,,,,,,,,,,,,,,0.314,12.27376751,,20.07,266,0.514,0.19,0.223,0.188,0.365,0.264,0.183,10.75022873,12.40850869,910
,,,,,,,,,,,,,,,,,,,,,0.165,0.332,13.52091135,,22.44,311,0.498,0.251,0.138,0.164658635,0.436746988,0.28815261,0.110441767,11.8837232,10.35303285,588
,,,,,,,,,,,,,,,,,,,,,0.173,0.238,7.70498848,,22.25,273,0.506,0.157,0.295,0.099800399,0.276447106,0.390219561,0.233532934,8.09425308,17.35767605,824
,,,,,,,,,,,,,,,,,,,,,0.216,0.154,10.89608453,,15.62,190,0.479,0.205,0.104,0.033033033,0.2002002,0.287287287,0.479479479,12.57560208,5.146932418,876
,,,,,,,,,,,,,,,,,,,,,0.103,0.313,13.66782438,,13.55,271,0.472,0.204,0.145,0.119760479,0.430139721,0.299401198,0.150698603,9.555408096,9.820836098,693
,,,,,,,,,,,,,,,,,,,,,0.099,0.31,9.491727736,,14.74,281,0.515,0.23,0.183,0.098802395,0.339321357,0.29241517,0.269461078,11.86685962,11.5195369,683
,,,,,,,,,,,,,,,,,,,,,,0.332,12.4131396,11.69,46.77,348,0.516,0.242,0.161,0.178356713,0.414829659,0.323647295,0.083166333,12.00904791,12.42031668,553
,,,,,,,,,,,,,,,,,,,,,0.159,0.168,11.34065536,,9.03,184,0.505,0.194,0.204,0.055944056,0.233766234,0.393606394,0.316683317,11.19986824,8.653291862,1076
,,,,,,,,,,,,,,,,,,,,,0.202,0.232,11.85735205,,14.26,356,0.5,0.218,0.177,0.12751004,0.392570281,0.307228916,0.172690763,10.89395073,10.87373931,637
,,,,,,,,,,,,,,,,,,,,,0.13,0.236,9.394054171,4.03,22.46,253,0.49,0.224,0.181,0.134328358,0.231840796,0.404975124,0.228855721,13.11143552,9.724574209,802
