county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
4348404,e899d7f,22507,2465,28.626,17,32.784,0.74937029,0.197824364,0.029774509,0.002599123,0.001726058,0.002197714,0.016507943,0,16.14,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.413,0.067,0.239,0.059,0.344,0.283,0.148,0.1,0.142,0.346,12.98776864,8.42,34.53,354,7690,2839,0.514,0.231,0.184,0.240518962,0.357285429,0.251497006,0.150698603,11.30895625,12.99421248,597
bb9108e,528ea9f,8777,803,24.409,1,27.448,0.964297173,0,0.030008021,0.000501303,0.000100261,0,0.005093242,0,13.718,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Farm-dependent,0.447,0.073,0.202,0.07,0.353,,0.118,0.079,,0.316,13.3660957,,19.35,287,4410,4359,0.493,0.245,0.143,0.159478435,0.470411234,0.26780341,0.102306921,10.60433295,10.14823261,642
cfd8d0e,9dda412,12169,1456,29.694,6,23.806,0.899041122,0.007968849,0.057542737,0.013462525,0.002525481,0.009629026,0.009830259,0,10.38,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.563,0.045,0.12,0.077,0.31,0.249,0.09,0.069,0.299,0.302,13.35543943,,13.91,195,2470,1530,0.506,0.226,0.197,0.103,0.357,0.38,0.16,14.21076548,11.89738505,550
9ba31cc,158df01,45962,4561,26.02,64,23.645,0.965203115,0.004514786,0.013734559,0.00229243,0.004494764,0.000400424,0.009159709,0.000200212,6.081,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.53,0.043,0.147,0.062,0.326,0.155,0.12,0.06,0.18,0.287,13.43045698,,15.76,276,2719,1990,0.508,0.248,0.161,0.076,0.44,0.31,0.174,11.48823927,10.72526323,639
ca64f5e,1b0d913,37586,2167,19.266,,22.666,0.686767969,0.078235862,0.20663542,0.002000179,0.012956384,0.000298534,0.013105651,0,6.832,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.472,0.058,0.226,0.126,0.305,,0.092,0.069,,0.297,9.063697167,5.83,28.21,277,18210,8880,0.495,0.278,0.101,0.168,0.318,0.326,0.188,11.95473142,6.854046012,848
53ddfca,4522abc,14028,1798,38.959,93,34.676,0.340477955,0.591434466,0.039692714,0.005138118,0.015855051,0.000100158,0.006800745,0.000500791,24.739,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.344,0.117,0.306,0.118,0.341,0.348,0.144,0.13,,0.272,12.63733099,,22.68,384,8100,,0.455,0.211,0.136,0.284854564,0.377131394,0.258776329,0.079237713,8.485545808,10.85862218,563
23ee0dc,b795815,1089,133,32.583,0,16.831,0.92662478,0.0018095,0.070650917,0,0,0,0.000914803,0,3.68,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.675,0.029,0.243,0.152,0.277,0.113,0.091,,0.166,0.348,12.89797955,,,129,,,0.468,0.201,0.229,0.108324975,0.264794383,0.431293882,0.19558676,10.55966209,5.279831045,652
4.80E+11,9e0007d,12335,2206,42.574,,31.77,0.464068566,0.477731283,0.046554071,0,0.000604991,0,0.010234434,0.000806655,27.668,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.449,0.082,0.267,0.058,0.372,0.241,0.138,0.16,,0.337,12.03507758,19.99,23.2,468,6300,1820,0.526,0.256,0.161,0.225352113,0.403420523,0.251509054,0.11971831,13.92036258,12.30171577,546
2ffa5fe,1b0d913,142704,12536,23.381,166,24.903,0.525902418,0.067053881,0.366456094,0.002275381,0.015927667,9.98E-05,0.020478429,0.001806333,7.6,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.484,0.043,0.252,0.119,0.299,0.207,0.085,0.08,0.19,0.243,8.491612203,2.05,12.32,242,4290,3230,0.507,0.266,0.124,0.125250501,0.294589178,0.317635271,0.26252505,12.22477048,6.281121511,948
5da7e6e,528ea9f,91709,12433,31.066,284,28.408,0.924770642,0.032255477,0.018128039,0.000601594,0.008111495,0.000300797,0.014528501,0.001303454,10.391,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.522,0.052,0.155,0.052,0.304,0.245,0.102,0.09,0.222,0.261,13.13292717,1.74,10.95,256,2400,1850,0.512,0.224,0.133,0.106361829,0.310139165,0.292246521,0.291252485,12.55737184,8.598235388,842
930b3ca,20d32fc,104583,14904,37.336,538,29.375,0.667372141,0.209965159,0.069342811,0.004013218,0.023669998,0.000898482,0.023440386,0.001297807,10.92,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.394,0.069,0.234,0.076,0.322,0.219,0.123,0.09,0.12,0.297,11.62849422,5.83,14.54,258,1920,1510,0.498,0.229,0.161,0.126379137,0.27883651,0.373119358,0.221664995,14.37001839,9.369251993,762
986963e,a0e0eec,641780,168297,58.23,,29.599,0.355943068,0.479892627,0.101573533,0.002013241,0.03611815,0.000300484,0.021354381,0.002804515,14.472,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.568,0.078,0.095,0.035,0.208,0.157,0.08,0.111,0.197,0.187,12.60531383,26.66,7.3,295,930,850,0.526,0.173,0.113,0.107676969,0.179461615,0.167497507,0.545363908,14.27490311,7.107638915,1009
544887e,4522abc,42698,5107,33.275,-1,29.35,0.592511368,0.282564082,0.108345741,0.001398334,0.005915255,0,0.005532977,0.003732244,18.086,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.408,0.081,0.319,0.109,0.303,0.215,0.118,0.111,0.116,0.308,12.47695515,6.61,22.65,321,3869,1860,0.487,0.256,0.115,0.224103586,0.391434263,0.248007968,0.136454183,14.86271181,8.373358764,676
131da2c,bc77872,553531,80610,41.011,1850,32.888,0.421525695,0.204429114,0.295530894,0.00079984,0.047390522,1.00E-04,0.012697461,0.017526495,8.59,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.505,0.069,0.22,0.064,0.234,0.148,0.082,0.08,0.157,0.261,11.18745493,4.6,6.51,243,1240,1399,0.512,0.242,0.128,0.143286573,0.296593186,0.235470942,0.324649299,12.5098259,6.885408175,1175
be76cde,a952566,11705,1070,28.47,67,32.407,0.374785072,0.573353874,0.038523083,0.002395269,0.001689609,0,0.009253093,0,16.931,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.367,0.065,0.173,0.06,0.343,0.186,0.118,0.13,,0.298,12.01924707,,22.51,395,15029,1510,0.38,0.168,0.139,0.236291127,0.424725823,0.253240279,0.085742772,8.804108584,10.87566355,680
d87773e,698ab34,62909,5631,21.17,29,26.323,0.689593511,0.24581173,0.040798793,0.001708275,0.004905046,0,0.016882948,0.000299697,12.085,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.454,0.065,0.244,0.084,0.309,0.223,0.123,0.091,0.129,0.277,12.38776476,5.54,26.63,257,3919,2000,0.509,0.241,0.153,0.148406375,0.348605578,0.298804781,0.204183267,11.57403722,9.472561412,723
0197ea0,8036085,13108,1542,38.675,7,27.154,0.294390205,0.000892963,0.052020082,0.627247291,0.002262174,0.000396873,0.022591975,0.000198436,23.657,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.424,0.099,0.379,0.168,0.356,0.268,0.128,0.06,0.179,0.276,10.50074697,,74.6,280,2190,1090,0.5,0.333,0.107,0.141282565,0.351703407,0.351703407,0.155310621,23.65030791,8.538290075,659
2455cfc,4cd9667,560,82,16.875,0,35.095,0.611628372,0,0.384765235,0,0.001798202,0,0.001808192,0,5.096,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.465,0.047,0.25,0.136,0.255,,0.097,,0.261,0.268,10.40878128,,,158,,,0.474,0.164,0.293,0.116,0.39,0.238,0.256,7.309941521,7.309941521,714
4c7556a,5086a32,110219,12289,27.053,35,30.385,0.907562094,0.023416797,0.040798025,0.001914454,0.012020757,0.000201521,0.012181974,0.001904378,6.525,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.5,0.052,0.115,0.04,0.282,0.146,0.09,0.069,0.157,0.204,12.17060083,1.03,7.93,243,2070,1209,0.516,0.216,0.166,0.077077077,0.281281281,0.322322322,0.319319319,10.06535172,9.736538049,879
c7593f2,dc9ae72,16444,1910,28.386,6,26.186,0.90675209,0.009840332,0.049321788,0.003313479,0.001912008,0.000700736,0.027659042,0.000500526,13.867,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.394,0.076,0.184,0.067,0.34,0.168,0.118,0.07,0.16,0.324,8.221309837,,28.32,281,3369,2049,0.501,0.243,0.179,0.083333333,0.335341365,0.393574297,0.187751004,13.0301093,12.29944896,560
2521a6c,7572db1,67886,7541,28.362,176,27.141,0.735292062,0.175666364,0.053628674,0.0027064,0.008009348,0.000399469,0.023898215,0.000399469,15.205,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Federal/State government-dependent,0.419,0.067,0.261,0.111,0.352,0.24,0.129,0.091,0.161,0.301,11.93328388,5.89,34.88,292,2699,2170,0.48,0.221,0.164,0.142857143,0.360639361,0.345654346,0.150849151,12.25508291,11.82689326,758
6956b30,375d4d3,77158,9703,28.995,,32.102,0.947234952,0.007178443,0.016064137,0.00190693,0.011581354,0.000299518,0.015235471,0.000499196,6.054,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.55,0.04,0.167,0.039,0.259,0.171,0.092,0.059,0.164,0.201,10.47351752,,12.94,220,1849,1389,0.509,0.191,0.158,0.076693227,0.339641434,0.267928287,0.315737052,8.189108224,8.738537211,844
429410e,dfc21f3,71448,9952,31.149,104,30.502,0.915521675,0.010977863,0.036539311,0.002219678,0.015336869,0.000200876,0.017074445,0.002129284,7.207,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.555,0.053,0.06,0.021,0.251,0.186,0.083,0.07,0.183,0.192,10.64714152,,8.18,214,1740,1520,0.509,0.186,0.166,0.078078078,0.27027027,0.296296296,0.355355355,8.204680749,9.963831853,909
bf7e1e8,c479f0c,13714,1461,24.923,3,24.076,0.950477042,0.005724508,0.026187637,0.003488372,0.002961638,0.000496919,0.010663884,0,9.011,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.469,0.06,0.145,0.034,0.306,,0.099,0.09,,0.304,13.06305573,,22.27,314,2879,1390,0.513,0.234,0.192,0.109780439,0.389221557,0.334331337,0.166666667,11.56069364,15.12342313,533
3b670f4,1b0d913,151114,18748,32.715,317,27.419,0.49586266,0.057224892,0.414222479,0.003170299,0.01496421,0.000897254,0.012960341,0.000697865,6.546,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.579,0.029,0.277,0.152,0.283,0.191,0.08,0.08,0.171,0.281,10.14623279,2.55,18.25,257,2180,1709,0.504,0.271,0.106,0.170340681,0.235470942,0.339679359,0.254509018,17.85720081,6.70537566,916
537608e,158df01,184176,13305,18.333,235,26.738,0.870899738,0.035868469,0.023411338,0.000907807,0.047619528,0.000302602,0.019154731,0.001835788,3.057,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.533,0.041,0.091,0.042,0.257,0.122,0.087,0.07,0.197,0.21,13.67286604,0.07,7.5,192,2060,840,0.507,0.282,0.105,0.033932136,0.204590818,0.24251497,0.518962076,11.989095,5.447161201,1032
4a383aa,1b0d913,75869,10830,42.582,223,27.446,0.598385672,0.145018472,0.175588306,0.004417316,0.018432254,0.007539555,0.050006024,0.000612401,10.607,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.33,0.06,0.229,0.1,0.295,0.156,0.087,0.08,,0.254,9.109747336,2.91,13.6,285,5920,5460,0.513,0.263,0.08,0.11840796,0.302487562,0.430845771,0.148258706,14.09361433,5.661199013,822
779e2fe,1b0d913,133452,21287,39.725,767,29.544,0.656059203,0.072061035,0.232099282,0.004242986,0.017400225,0.000298802,0.017141264,0.000697204,12.215,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.473,0.042,0.26,0.112,0.284,0.21,0.104,0.09,0.098,0.291,9.622529703,4.55,17.65,302,1649,1540,0.513,0.244,0.134,0.138276553,0.29258517,0.324649299,0.244488978,15.3293431,9.080202261,785
fa19920,528ea9f,21450,2267,25.938,3,37.169,0.927240931,0.038702908,0.017437794,0.002488258,0.00059958,0.00039972,0.013130808,0,34.82,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.264,0.113,0.219,0.059,0.314,0.365,0.134,0.11,,0.335,12.90414197,,40.97,413,5940,2170,0.461,0.219,0.126,0.365731463,0.367735471,0.171342685,0.095190381,14.00249876,11.31515052,352
75ac402,4522abc,28597,3440,29.566,130,30.301,0.90865123,0.049825686,0.013179372,0.001521472,0.007698043,0,0.013642867,0.005481329,17.03,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.415,0.079,0.256,0.081,0.315,0.302,0.117,0.08,0.178,0.287,13.06422355,4.04,36.27,369,5739,2200,0.51,0.245,0.151,0.216783217,0.377622378,0.264735265,0.140859141,11.60405967,11.1483111,690
f989a40,158df01,373977,48274,31.129,1829,28.322,0.873654819,0.069904707,0.017905939,0.000983734,0.007591641,0.000198734,0.028458718,0.001301708,10.74,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.496,0.058,0.168,0.059,0.318,0.218,0.112,0.09,0.14,0.27,13.87389613,2.53,8.83,251,1819,1280,0.517,0.224,0.17,0.100704935,0.382678751,0.297079557,0.219536757,11.51189563,10.44331457,699
19b5ba0,c3dbf0a,10094,956,20.516,0,26.507,0.978935775,0.004702987,0.004951035,0,0,0,0.011410202,0,14.824,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.464,0.062,0.246,0.063,0.328,0.309,0.131,0.08,,0.345,13.36632201,,24.49,353,10340,3429,0.497,0.202,0.195,0.185884692,0.48111332,0.228628231,0.104373757,8.964143426,11.05577689,485
0fefa48,1646cf6,44794,4959,25.326,48,26.274,0.974512669,0.005203538,0.007575151,0.002101429,0.002491694,0.000700476,0.00701477,0.000400272,10.098,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.465,0.064,0.164,0.07,0.29,0.263,0.13,0.09,0.211,0.299,13.59236428,,17.04,299,2389,2140,0.51,0.209,0.187,0.112437811,0.514427861,0.226865672,0.146268657,10.94348472,12.21650233,597
e4cf32a,a952566,51151,11061,63.488,,32.483,0.689769739,0.065193825,0.178045892,0.001003754,0.040832714,0.000702628,0.022534278,0.00191717,12.874,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.462,0.06,0.261,0.084,0.311,,0.074,0.07,,0.237,13.06834598,,5.53,207,1270,809,0.534,0.163,0.078,0.158475426,0.264794383,0.219658977,0.357071214,10.90909091,4.023210832,949
1fd9560,9d1e27d,125416,14138,26.202,316,30.157,0.915804445,0.029026733,0.02975791,0.003305322,0.007542143,0,0.013952463,0.000610984,10.419,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.466,0.059,0.199,0.063,0.32,0.21,0.109,0.08,0.08,0.305,13.34585097,2.36,17.02,238,1970,1629,0.522,0.216,0.172,0.124124124,0.348348348,0.3003003,0.227227227,10.19607531,10.65808497,729
57fa9dc,c479f0c,12952,914,17.387,3,25.622,0.862188269,0.088694678,0.029548227,0.00099994,0.002289863,0,0.015779053,0.00049997,9.608,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.322,0.094,0.159,0.045,0.29,,0.096,0.07,,0.301,13.4436553,,15.69,269,4769,6319,0.442,0.188,0.183,0.157684631,0.314371257,0.360279441,0.167664671,8.645196464,8.645196464,533
edaa25e,08f8fb4,42194,5225,31.938,154,30.794,0.856787149,0.027921687,0.081556225,0.001907631,0.004116466,0.002098394,0.024909639,0.000702811,12.913,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.491,0.061,0.242,0.091,0.323,0.248,0.107,0.07,0.114,0.313,9.324500365,,20.13,265,2690,2480,0.504,0.256,0.148,0.171,0.323,0.33,0.176,13.31087173,9.656906943,712
d17d392,e2f94fa,42708,4411,26.188,101,27.156,0.789828578,0.014674738,0.168564693,0.001598338,0.012047471,0.000599377,0.012187325,0.000499481,10.513,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.514,0.046,0.147,0.047,0.341,0.211,0.085,0.07,0.206,0.252,11.12809312,2.38,12.51,266,2549,1780,0.505,0.259,0.144,0.138861139,0.350649351,0.321678322,0.188811189,13.43391306,9.522479104,619
3e34caa,158df01,85398,11371,32.895,418,29.806,0.920176273,0.032860934,0.009164205,0.001602484,0.003505433,0.00020031,0.031689118,0.000801242,14.415,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.46,0.07,0.171,0.06,0.297,0.227,0.114,0.099,0.166,0.342,13.53661998,2.83,14.48,277,1749,1589,0.519,0.234,0.159,0.132206759,0.430417495,0.286282306,0.151093439,11.92708637,10.80892202,649
73cb8a4,7572db1,190915,28868,36.781,312,31.043,0.750477447,0.088800232,0.081781004,0.005629381,0.027856936,0.001789803,0.041665417,0.00199978,10.495,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.468,0.051,0.226,0.099,0.285,0.217,0.095,0.08,0.163,0.233,12.65481322,3.05,14.41,231,1549,1330,0.497,0.219,0.143,0.088176353,0.263527054,0.359719439,0.288577154,14.32806959,8.202896985,926
3753094,52acab4,4845,398,26.829,2,17.088,0.842592871,0.001910936,0.061670218,0.015627658,0.008534182,0.000200098,0.068663645,0.000800392,11.684,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.488,0.031,0.261,0.142,0.289,0.2,0.137,0.06,,0.339,10.0079554,,59.8,422,4869,4859,0.503,0.244,0.194,0.1001001,0.423423423,0.26026026,0.216216216,14.13789571,13.72810163,565
64fb088,a952566,11928,1310,34.353,42,32.961,0.385268153,0.558074765,0.032616783,0.002895695,0.001407629,0.000502725,0.018530435,0.000703815,12.58,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.35,0.078,0.207,0.079,0.376,,0.132,0.121,,0.287,12.09397194,,25.94,342,7289,4020,0.414,0.167,0.153,0.292168675,0.402610442,0.209839357,0.095381526,7.740069746,9.69635111,810
dd67c96,09d8cd0,108755,15756,39.386,527,32.221,0.86252765,0.060458473,0.024550405,0.002370726,0.018509518,0,0.031087261,0.000495968,13.739,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.454,0.077,0.214,0.067,0.32,0.235,0.088,0.079,0.164,0.293,13.62948345,3.76,15.29,340,2060,1099,0.497,0.21,0.14,0.126633166,0.334673367,0.313567839,0.225125628,12.36097372,10.26228932,670
c8b12e4,bc77872,579479,45491,19.811,243,37.83,0.849906343,0.029053959,0.088914178,0.000402828,0.018822131,0.000100707,0.011682008,0.001117847,7.714,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.453,0.074,0.162,0.048,0.265,0.172,0.111,0.06,0.153,0.258,10.87289986,1.52,9.97,290,1660,1989,0.517,0.234,0.215,0.095808383,0.360279441,0.273453094,0.270459082,13.94180136,11.87482836,1195
456afde,528ea9f,35615,4484,33.299,,30.114,0.960177213,0.009131915,0.010478094,0.001597332,0.003606554,0.000200922,0.014807969,0,21.192,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.376,0.088,0.223,0.057,0.356,0.284,0.145,0.099,0.069,0.343,13.0899869,7.13,27.12,422,1850,1149,0.507,0.237,0.144,0.240722166,0.37111334,0.229689067,0.158475426,16.84057403,13.09200772,524
53a0798,698ab34,22056,2755,26.903,122,32.493,0.512558548,0.449581049,0.022959923,0.003505408,0.007130659,0,0.004264414,0,21.88,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.393,0.098,0.214,0.077,0.369,0.208,0.134,0.121,0.09,0.323,12.70286856,5.26,39.71,337,5619,2789,0.518,0.25,0.151,0.207452165,0.374622356,0.297079557,0.120845921,14.19404576,12.01732309,583
6636ab0,52acab4,48295,6055,30.26,177,25.846,0.714497645,0.069496301,0.064209405,0.07897488,0.009269492,0.00110517,0.062247976,0.00019913,10.495,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.455,0.045,0.291,0.124,0.367,0.23,0.123,0.1,0.075,0.367,10.22521376,6.72,28.94,394,1739,1919,0.508,0.257,0.152,0.142713568,0.394974874,0.272361809,0.189949749,14.13776097,12.82262042,659
c821778,a952566,246323,49027,56.151,4322,33.613,0.444351281,0.408446627,0.072218562,0.004022679,0.033019904,0.001786748,0.032830249,0.00332395,16.088,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.457,0.064,0.217,0.063,0.355,0.261,0.097,0.109,0.189,0.257,11.769606,14.11,5.91,312,1520,1159,0.483,0.208,0.095,0.130218688,0.269383698,0.338966203,0.261431412,15.2702513,7.964787256,947
5aee7c6,dc9ae72,3203,345,20.417,0,28.764,0.940359412,0.00528197,0.026111994,0.002779984,0.001588562,0,0.023878078,0,14.814,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.511,0.053,0.225,0.097,0.291,0.242,0.12,,,0.325,8.142620325,,67.29,290,3310,,0.504,0.21,0.228,0.098,0.387,0.357,0.158,10.35619018,13.80825357,510
2a34e16,c479f0c,53357,3881,18.936,58,26.973,0.74762096,0.020788998,0.202840795,0.002087934,0.013170046,0,0.012196346,0.001294921,8.892,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.492,0.077,0.193,0.048,0.304,0.154,0.085,0.07,0.094,0.25,12.53253645,,13.96,243,2849,1810,0.496,0.274,0.13,0.133400201,0.357071214,0.306920762,0.202607823,10.86663255,7.387077267,684
9674a6c,158df01,207846,25170,28.97,833,29.528,0.875582349,0.082188631,0.015645932,0.001209685,0.005388599,1.00E-04,0.019284986,0.000599844,13.284,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.455,0.072,0.181,0.06,0.326,0.245,0.112,0.091,0.193,0.3,13.92556021,5.73,11.45,307,2079,1879,0.519,0.214,0.185,0.114688129,0.45472837,0.258551308,0.172032193,10.28874553,11.8043681,616
1a44aca,dc9ae72,25840,3040,27.95,45,27.819,0.910817772,0.011942611,0.039198326,0.004265937,0.002424742,0,0.029630151,0.00172046,8.592,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.547,0.051,0.148,0.057,0.331,0.219,0.111,0.07,0.141,0.296,8.204679933,,18.42,265,4390,2159,0.505,0.253,0.148,0.074925075,0.362637363,0.352647353,0.20979021,12.27185071,10.63560395,728
d1953d2,e899d7f,19884,3130,34.709,32,32.814,0.160435546,0.809104156,0.015659308,0.002694718,0.002095892,0,0.00660705,0.003403329,22.08,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.424,0.09,0.197,0.044,0.393,0.138,0.166,0.121,,0.327,12.77809049,27.67,32.58,383,4460,2350,0.542,0.19,0.155,0.186372745,0.30761523,0.312625251,0.193386774,10.14895229,11.81519818,634
ac30672,1646cf6,559570,64823,30.07,1453,32.539,0.691273018,0.203182546,0.033726982,0.000900721,0.050540432,0.00020016,0.018564852,0.001611289,7.488,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.513,0.055,0.123,0.048,0.279,0.206,0.093,0.08,0.208,0.231,11.82354358,6.49,6.67,268,1279,959,0.524,0.229,0.147,0.077922078,0.320679321,0.244755245,0.356643357,11.96418928,9.343241808,1034
f553a12,6d287d7,393181,34957,27.513,,29.512,0.581367525,0.04389918,0.289856228,0.046730742,0.016151867,0.003629185,0.018066163,0.000299109,12.105,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.388,0.07,0.232,0.125,0.314,0.172,0.103,0.07,0.18,0.231,9.306648362,6.78,19.73,179,4709,7359,0.472,0.255,0.16,0.151302605,0.303607214,0.365731463,0.179358717,11.65169872,6.676039242,962
